objectid,abrevia,cod_linea,nom_ruta,orig_ruta,dest_ruta,dest_zona,fec_impl,loc_orig,loc_dest,long_ruta,oper_ruta,route_id,cod_ruta,zon_dest,zon_orig,hor_habil,hor_sab,hor_fest,est_ruta,tip_bus,campo,tip_operac,tip_serv,dias_oper,comp_sitp,tip_hor,tipo_oper,ruta_rural,globalid,horas_servicio,cluster_riesgo
3114,BOS,607A,San Bernardino - Pontevedra,Pontevedra,San Bernardino,Bosa,25/11/2019,7,11,21.3020516,Etib - Bo,3223.0,607A-1,3.0,9,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{5AF7742C-2F4E-4770-ADCE-E588BFEF4D43},19.0,2
3115,FFF,FF409,Tierra Buena - Est. Banderas,Est. Banderas,Tierra Buena,Americas,15/10/2024,8,8,10.29033917,Masivo Capital - Ke,3797.0,FF409-3,8.0,8,03:40-23:45,03:40-23:45,03:40-23:45,1,5.0,,2,3,3.0,,1,2,,{5B110EF4-6283-4F7D-A5CE-EBD9279E676B},20.08,1
3116,AAA,CA153,Suba La Gaitana - Centro,Suba La Gaitana,Centro,Neutra,23/07/2022,11,3,25.7634839,Emasivo 16,3901.0,A153-1,0.0,3,04:00-21:30,04:00-21:30,04:00-21:30,1,3.0,,2,3,3.0,,1,2,,{5B71757B-5382-4873-817E-345A6C206027},17.5,2
3117,ALI,3-9,Marichuela,Portal Usme,Marichuela,Alimentadora,-,5,5,6.81508391,E-Somos Alimentacion,2849.0,3-9a,12.0,12,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{5BCF8388-9C75-483D-9D3B-5FCFB9BEF0E9},0.0,3
3118,KKK,KG311,Bosa San Jose - Puente Grande,Bosa San Jose,Puente Grande,Calle 26,2/04/2022,7,9,19.29933403,Etib - Bo,3957.0,K311-1,6.0,9,03:00-22:30,03:00-22:30,03:00-22:30,1,4.0,,2,3,3.0,,1,2,,{5BE1B161-E823-45CB-8453-E5AA82E4A2D0},19.5,2
3119,KKK,LK812,Villa Del Cerro - Fontibon Brisas,Villa Del Cerro,Fontibon Brisas,Calle 26,29/11/2021,9,4,26.53772796,Consorcio Express D,3990.0,K812-1,13.0,6,03:30-21:30,03:30-21:30,03:30-21:30,1,4.0,,2,3,3.0,,1,2,,{5BF72689-F44A-4A39-9BD3-2FB94D789DF6},18.0,2
3120,LLL,LA805,Juan Rey - Siete De Agosto,Siete De Agosto,Juan Rey,San Cristobal,23/10/2023,4,12,20.66185206,Consorcio Express D,3657.0,L805-2,0.0,13,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{5CF5A3D0-6D16-4A35-B0A5-272C09B0F35C},18.0,2
3121,SCR,624,20 De Julio - Verbenal Del Sur,Verbenal Del Sur,20 De Julio,San Cristobal,29/03/2021,19,18,18.75588681,Suma - Bc,3709.0,624-1,11.0,12,04:00-22:30,04:00-22:30,04:00-22:30,1,5.0,,2,3,3.0,,1,2,,{5D2FC6C7-F11F-4329-A966-33E85F664732},18.5,2
3122,ALI,9-10,Roma,Portal Americas,Roma,Alimentadora,-,8,8,10.57965852,Masivo Capital - Ke,2850.0,9-10a,9.0,9,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{5E947051-D907-4B32-BB30-AE402D7DF92F},0.0,3
3123,BBB,BK916,Balmoral Nte - Fontibon Refugio,Fontibon Refugio,Balmoral Nte,Usaquen,17/04/2023,1,9,33.58822769,Consorcio Express N,3882.0,B916-1,6.0,1,04:00 - 21:30 - 03:30 - 20:00,04:00 - 21:30 - 03:30 - 20:00,04:00 - 21:30 - 03:30 - 20:00,1,4.0,,2,3,3.0,,1,2,,{5EC2F7C2-0440-4FC9-82D2-7CF19813F2A5},17.5,0
3124,CEN,688,La Magdalena - Germania,La Magdalena,Germania,Centro,5/11/2024,8,3,42.18734035,Este Es Mi Bus - Tz,4228.0,688-3,0.0,7,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{5F5EC0A1-D92A-4C8F-893F-6DAC0B128E57},19.0,0
3125,4,CJ73,C73,Universidades,Portal Suba,Suba,-,3,11,22.88551072,No Aplica,,C73,3.0,0,16:00 - 22:30,0,0,1,2.0,,1,1,1.0,,4,1,,{602B0C75-C739-4C63-A6F0-BE96A0470D40},6.5,3
3126,HHH,HK635,Arborizadora Alta - Montevideo,Montevideo,Arborizadora Alta,Usme/ Ciudad Bolivar,17/04/2023,19,9,18.66202163,Odt La Rolita,4232.0,H635-2,6.0,10,03:30-21:00,03:30-21:00,03:30-21:00,1,4.0,,2,3,3.0,,1,2,,{603BA72F-F140-4916-B481-02833557995F},17.5,2
3127,AAA,GA518,Chapinero - Potreritos,Chapinero,Potreritos,Neutra,10/05/2021,7,13,26.55359462,Etib - Bo,4424.0,A518-1,0.0,9,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{60918A85-0803-4372-8CFC-8D997FC97481},19.0,2
3128,CCC,HC705,Alfonso Lopez - Est. Suba Calle 100,Alfonso Lopez,Est. Suba Calle 100,Suba,13/09/2021,5,11,31.32953805,Gran Americas Usme,3924.0,C705-1,3.0,12,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{60AF357B-ABD3-46BF-AA81-644BB8BF7A7E},19.0,2
3129,KKK,KL331,Fontibon Brisas - Nueva Delhi,Nueva Delhi,Fontibon Brisas,Calle 26,15/01/2023,9,4,31.65353444,ZMO Fontibon V,4069.0,K331-1,13.0,6,03:00-22:30,03:00-22:30,03:00-22:30,1,4.0,,2,3,3.0,,1,2,,{60B8191E-3D39-4F2A-BC75-7450AE7EBE27},19.5,2
3130,ALI,9-5,Av. Tintal,Portal Americas,Av. Tintal,Alimentadora,-,8,7,11.52673064,Masivo Capital - Ke,4390.0,9-5a,9.0,9,04:00:00 - 20:30:00,04:00:00 - 20:30:00,04:00:00 - 20:30:00,1,3.0,,2,4,3.0,,1,2,,{60F893CD-0662-40D6-B5BD-1EDECED2EA88},0.0,3
3131,ALI,11-9,Lisboa,Portal Suba,Lisboa,Alimentadora,23/07/2022,11,11,11.04738285,Este Es Mi Bus - Co,4190.0,11-9a,3.0,3,04:30:00 - 24:30:00,04:30:00 - 24:30:00,04:30:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{6143F162-0D33-40C4-8A1D-7F6F4EE5C856},0.0,3
3132,USA,E43,Villa Gloria - Chico,Villa Gloria,Chico,Usaquen,23/07/2022,11,1,35.64387807,Consorcio Express N,4176.0,E43-3,1.0,3,04:00-23:00,04:00-23:00,04:00-23:00,1,5.0,,2,3,3.0,,1,2,,{61DFD8B7-0B9E-4958-B583-E7F13655CCE0},19.0,0
3133,FFF,HF603,Corabastos - Santo Domingo,Santo Domingo,Corabastos,Americas,15/06/2021,19,8,16.45528302,Etib - Bo,3768.0,F603-1,8.0,10,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{6266C3B8-5152-4DFC-AF22-3E5E21EFE366},19.0,1
3134,SCR,139,Bosa San Jose - Juan Rey,Bosa San Jose,Juan Rey,San Cristobal,23/11/2013,7,4,26.91026962,Consorcio Express D,3145.0,139-1,13.0,9,03:00-22:00,03:00-22:00,03:00-22:00,1,3.0,,2,3,3.0,,1,2,,{627F541B-2411-411F-ADF6-EF4B4921BC6D},19.0,2
3135,ENG,442,Mirandela - Villa Gladys,Mirandela,Villa Gladys,Engativa,7/09/2020,11,10,27.00472113,Consorcio Express N,3211.0,442-1,5.0,2,03:00-22:00,03:00-22:00,03:00-22:00,1,5.0,,2,3,3.0,,1,2,,{637E733F-E7C6-461F-A6DF-7ABD7F0B47E5},19.0,2
3136,BBB,BC925,Est. Mazuren - Est. Niza-Cl 127,Mazuren,Niza Cl 127,Usaquen,11/07/2022,11,11,10.55893226,Masivo Capital - So,4160.0,BC925-3,2.0,2,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{638D1853-7025-489E-8BDB-41709D8FB842},19.0,1
3137,AAA,GA503,San Bernardino - Est. Calle 100,San Bernardino,Est. Calle 100,Neutra,13/07/2020,7,11,33.53357136,Etib - Bo,4415.0,A503-1,2.0,9,03:00-23:00,03:00-23:00,03:00-23:00,1,4.0,,2,3,3.0,,1,2,,{64390815-A7C5-480B-B46F-367B69C5B1BA},20.0,0
3138,SCR,117,San Bernardino - Libertadores,San Bernardino,Libertadores,San Cristobal,31/01/2014,7,4,28.44835809,Etib - Bo,4369.0,117-2,13.0,9,03:30-22:30,03:30-22:30,03:30-22:30,1,4.0,,2,3,3.0,,1,2,,{64492E1B-AEE8-4DD0-8BC2-555D84BCF37B},19.0,2
3139,45,EF32,E32,Portal Américas,Calle 75 - Zona M,Calle 80,-,8,2,20.45105122,No Aplica,,E32,4.0,8,04:00 - 21:00,04:00 - 20:00,0,1,2.0,,1,1,2.0,,1,1,,{64922720-7382-40DB-99EE-B7D704F4AF84},17.0,2
3140,ALI,3-3,Chuniza,Portal Usme,Chuniza,Alimentadora,-,5,5,9.49436449,E-Somos Alimentacion,3743.0,3-3a,12.0,12,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{64C94386-D163-4709-BDB1-16FC27FA000C},0.0,3
3141,ALI,11-4,Aures,Portal Suba,Aures,Alimentadora,-,11,11,7.9589974,Este Es Mi Bus - Co,4012.0,11-4a,3.0,3,04:30:00 - 24:30:00,04:30:00 - 24:30:00,04:30:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{658DA429-D60C-45C9-9AEC-D578A6CC30B7},0.0,3
3142,AAA,FA405,Camelia - Centro Internacional,Camelia,Centro Internacional,Neutra,18/01/2021,16,3,8.30866264,Masivo Capital - Ke,3629.0,A405-1,0.0,8,04:00-21:00,04:00-21:00,04:00-21:00,1,3.0,,2,3,3.0,,1,2,,{66D4C6D5-87D8-478F-BA61-EB5F223C5D86},17.0,1
3143,FFF,FL416,Jazmin Occidental - La Castana,La Castana,Jazmin Occidental,Americas,18/04/2022,8,4,17.35768255,Masivo Capital - Ke,4089.0,F416-2,13.0,8,03:30-22:30,03:30-22:30,03:30-22:30,1,4.0,,2,3,3.0,,1,2,,{6769AF00-996A-481C-963E-4F8843742E64},19.0,2
3144,44,CL25,L25,Portal Suba,Portal 20 De Julio,San Cristobal,-,11,4,25.31667239,No Aplica,,L25,13.0,3,05:00 - 22:00,05:00 - 20:00,05:00 - 22:00,1,2.0,,1,1,3.0,,1,1,,{685D97D4-FAFD-41EF-BB74-37AB0581D438},17.0,2
3145,AAA,AG018,Est. Comuneros - Est. Nqs Cl 38A S,Est. Nqs Cl 38A S,Est. Comuneros,Neutra,8/07/2024,16,16,9.21459773,No Aplica,4497.0,AG018-3,7.0,7,05:00 - 22:00,05:00-20:00,0,1,,,2,3,2.0,,1,2,,{68A9A4CC-77B5-49F1-B592-26C3DEBA816D},17.0,1
3146,ALI,6-1C,Casalinda,Portal Tunal,Casalinda,Alimentadora,-,6,19,4.64031544,Suma - Bc,3310.0,6-1C,11.0,11,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{68E49519-55B0-47B7-B644-5028DD4DD663},0.0,3
3147,KKK,KA334,Fontibon Versalles - Centro Financiero,Centro Financiero,Fontibon Versalles,Calle 26,4/06/2024,9,2,22.66479215,E-Somos Fontibon,4162.0,K334-2,0.0,6,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{6995B9CB-04ED-4263-9AC2-0F1E2BAEF3CD},19.0,2
3148,HHH,HA600,Jerusalen - Chapinero,Chapinero,Jerusalen,Usme/ Ciudad Bolivar,8/11/2021,19,2,23.57775146,Etib - Bo,3664.0,H600-2,0.0,10,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{69FAD1DB-70B9-4ABA-AAD5-2B119807CAB1},19.0,2
3149,CHA,593,Metrovivienda - Chico,Metrovivienda,Chico,Chapinero,8/11/2014,7,2,47.89763159,Masivo Capital - Ke,3627.0,593-3,0.0,8,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{6A252E04-FBBD-42FB-BA72-E826EBD556AC},19.0,0
3150,16,BG12,B12Gs,General Santander,Portal Norte,Usaquen,-,15,1,22.63261043,No Aplica,,B12GS,1.0,10,05:30 - 08:00,0,0,1,2.0,,1,1,1.0,,3,1,,{6A2CB868-B57B-4626-992E-4635474E2697},2.5,3
3151,SCR,T13,Villa Cindy - Hospital San Blas,Villa Cindy,Hospital San Blas,San Cristobal,23/07/2022,4,11,34.22608086,Consorcio Express D,3485.0,T13-1,3.0,13,03:00-22:00,03:00-22:00,03:00-22:00,1,3.0,,2,3,3.0,,1,2,,{6A5F27DE-654F-4ACE-9B84-432F521DA7F1},19.0,0
3152,SCR,740,Peninsula - Engativa,Engativa,Peninsula,San Cristobal,3/02/2014,4,10,30.23379312,Gmovil - E,3464.0,740-2,5.0,13,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{6A81812C-7A9A-4655-BF54-03152325EDAE},19.0,2
3154,ALI,13-6,Juan Rey,Portal 20 Julio,Juan Rey,Alimentadora,-,4,4,17.02218335,Consorcio Express D,2960.0,13-6a,13.0,13,04:00:00 - 24:20:00,04:00:00 - 24:20:00,04:00:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{6A8A0187-7786-449C-8A1E-628DD98BFE8D},0.0,3
3155,AAA,HA601,Perdomo - Chapinero,Perdomo,Chapinero,Neutra,20/06/2023,19,3,24.63399141,Odt La Rolita,3935.0,A601-1,0.0,10,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{6B00FAE5-C8EF-4ED6-8B76-093FA37CCC15},17.0,2
3156,ENG,539,El Uval - Engativa Centro,El Uval,Engativa Centro,Engativa,31/08/2020,5,10,42.24103125,Gmovil - E,3370.0,539-1,5.0,12,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{6B1FDB93-7ADC-4B5B-8B46-AEB762633ECB},19.0,0
3157,CEN,T40,Catalina Ii - Marly,Catalina Ii,Marly,Centro,30/06/2015,8,2,40.40510801,Etib - Bo,3625.0,T40-3,0.0,9,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{6B7F8CE3-E0CA-4EF1-94C8-C7CB555DA8F9},19.0,0
3158,HHH,HH715,Corferias - El Uval,Corferias,El Uval,Usme/ Ciudad Bolivar,30/09/2023,5,15,26.94435138,Gran Americas Usme,4118.0,H715-2,10.0,12,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{6B902FD1-6254-41B6-8FD6-6445ED528697},19.0,2
3159,CEN,SE10,Engativa Centro - Germania,Engativa Centro,Germania,Centro,18/04/2024,10,3,40.6471212,Gmovil - E,3474.0,SE10-3,0.0,5,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{6BC9B299-6A35-4A7A-BE90-609E96D29D81},19.0,0
3160,ALI,6-6,Juan Jose Rondon,Portal Tunal,Juan Jose Rondon,Alimentadora,-,6,19,6.93648268,Suma - Bc,3311.0,6-6a,11.0,11,05:00:00 - 09:00:00  16:00:00 - 20:30:00,05:00:00 - 09:00:00  16:00:00 - 20:30:00,05:00:00 - 09:00:00  16:00:00 - 20:30:00,1,3.0,,2,4,3.0,,2,2,,{6BCBE954-F860-4C30-9AA5-18E297428EFB},0.0,3
3161,BOS,Z8,Metrovivienda - Toberin,Toberin,Metrovivienda,Bosa,13/07/2020,1,7,36.90350961,Consorcio Express N,4278.0,Z8-1,9.0,1,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{6C155743-82EB-4E92-8985-E1DAA4EDC32A},19.0,0
3162,FFF,FH408,Tierra Buena - Diana Turbay,Diana Turbay,Tierra Buena,Americas,21/10/2024,8,18,26.58694125,Masivo Capital - Ke,3719.0,F408-2,12.0,8,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{6C1A3268-D066-4FD8-BED9-7561C2F5E2B2},19.0,2
3163,BOS,139,Bosa San Jose - Juan Rey,Juan Rey,Bosa San Jose,Bosa,23/11/2013,7,4,27.25959704,Consorcio Express D,3250.0,139-2,13.0,9,03:00-22:00,03:00-22:00,03:00-22:00,1,3.0,,2,3,3.0,,1,2,,{6D509BD6-D47A-473F-8A16-27A52E3648F4},19.0,2
3164,CCC,CB118,Suba Berlin -  San Cristobal Norte,San Cristobal Norte,Suba Berlin,Suba,23/09/2024,11,1,20.55104913,Consorcio Express N,3900.0,C118-2,1.0,3,04:30-20:00,04:30-20:00,04:30-20:00,1,4.0,,2,3,3.0,,1,2,,{6DAE5FF6-7A02-4E43-8813-581B577F5DD0},15.5,2
3165,ALI,1-2,Garces Navas,Portal 80,Garces Navas,Alimentadora,-,10,10,4.56435289,Este Es Mi Bus - Co,2990.0,1-2a,4.0,4,04:30:00 - 24:30:00,04:30:00 - 24:30:00,04:30:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{6E2C5FC2-DD66-42FF-B399-AE91DAB99AD3},0.0,3
3166,KKK,KA336,Puente Grande Hb - Germania,Germania,Puente Grande Hb,Calle 26,30/10/2023,9,3,18.12317957,Este Es Mi Bus - Tz,4468.0,K336-2,0.0,6,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{6E50F4D9-C2D0-4E85-95E3-B9F9847DA807},19.0,2
3167,ALI,16-6,La Faena,Portal El Dorado,La Faena,Alimentadora,-,9,10,14.93890035,Gmovil - E,3466.0,16-6a,5.0,5,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{6E7CD231-F44C-4876-81F5-099C157E67AB},0.0,3
3168,PBO,C201,Paraiso - Patio Bonito,Paraiso,Patio Bonito,Patio Bonito,23/09/2024,8,19,20.43607932,Masivo Capital - Ke,4016.0,C201-2,11.0,8,02:30 - 21:50 / 22:00 - 02:00,02:30 - 21:50 / 22:00 - 02:00,02:30 - 21:50 / 22:00 - 02:00,1,4.0,,2,3,3.0,,1,2,,{6EB1A292-1F2D-4F36-ADAE-862F05B9B567},23.33,2
3169,USM,330,El Uval - La Estrellita,La Estrellita,El Uval,Usme,13/04/2013,5,1,52.10499925,Consorcio Express N,3720.0,330-2,1.0,12,04:20 - 23:55 - 03:00 - 22:00,04:20 - 23:55 - 03:00 - 22:00,04:20 - 23:55 - 03:00 - 22:00,1,3.0,,2,3,3.0,,1,2,,{6ED4DD5C-DA91-41A1-8757-DD002823694F},19.58,0
3170,ALI,6-12,Villa Gloria,Portal Tunal,Villa Gloria,Alimentadora,28/04/2025,6,19,7.07791186,Suma - Bc,3556.0,6-12a,11.0,11,04:00:00 - 24:30:00,04:00:00 - 24:30:00,04:00:00 - 24:30:00,1,4.0,,2,4,3.0,,1,2,,{6FD87080-BCEC-489E-BF44-D71914A8FF6B},0.0,3
3171,ALI,2-10,Verbenal,Portal Norte,Verbenal,Alimentadora,-,1,1,4.36312173,Consorcio Express N,3044.0,2-10a,1.0,1,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{6FE7D729-CDCB-4048-9B88-0E9596CC7084},0.0,3
3172,23,CL25,C25,Portal 20 De Julio,Portal Suba,Suba,-,4,11,24.99844382,No Aplica,,C25,3.0,13,04:30 - 22:00,05:00 - 20:00,04:30 - 22:00,1,2.0,,1,1,3.0,,1,1,,{6FF34F2F-89A5-48E3-851A-B0A4DD277D95},17.5,2
3173,DDD,BD906,Villa Gladys - Toberin,Toberin,Villa Gladys,Engativa / Calle 80,24/04/2023,10,1,33.80551301,Consorcio Express N,3653.0,D906-2,1.0,5,04:00-22:00,04:00-22:00,04:00-22:00,1,4.0,,2,3,3.0,,1,2,,{70ED4C5B-F4F8-4A20-B7D6-279F0EEEDB73},18.0,0
3174,BBB,CB144,Bilbao - Clinica El Bosque,Bilbao,Clinica El Bosque,Usaquen,20/06/2023,11,1,14.8692731,Emasivo 16,3892.0,B144-1,1.0,3,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{70F165DA-E249-4A64-8C93-3546DF942322},18.0,1
3175,0,HM83,M83,Cl67D Sur - Av Caracas,Museo Nacional - FNG,Neutra,-,4,3,,No Aplica,103.0,M83,0.0,12,04:30 - 23:00,04:30 - 22:30,04:30 - 22:00,1,3.0,,1,2,3.0,,1,1,,{7137DFA0-3825-4C70-AF82-AD8646759A93},18.5,1
3176,126,7-1,7-1,Polo - Fincomercio,Portal Suba,Suba,-,14,11,13.19203714,No Aplica,11216.0,7-1,0.0,3,04:30 - 23:00,04:30 - 23:00,04:30 - 22:00,OPERATIVA,1.0,,1,1,3.0,,1,1,,{71506B12-ADB9-4D02-99B7-1114BB868487},18.5,1
3177,LLL,KL329,Fontibon Brisas - San Martin De Loba,Fontibon Brisas,San Martin De Loba,San Cristobal,15/01/2023,9,4,29.3027514,"ZMO Fontibon III
",4113.0,L329-1,13.0,6,03:30-23:30,03:30-23:30,03:30-23:30,1,4.0,,2,3,3.0,,1,2,,{71A2C46B-B374-48B4-96A0-DEBDF4C13D86},20.0,2
3178,CCC,CG137,Suba Corpas - Metrovivienda,Metrovivienda,Suba Corpas,Suba,07/04/025,11,7,38.21910993,Emasivo 16,4379.0,C137-2,8.0,3,03:30-21:00,03:30-21:00,03:30-21:00,1,3.0,,2,3,3.0,,1,2,,{7223DB06-05AE-4403-8CEB-391B59D0324E},17.5,0
3179,ALI,16-4,El Muelle,Portal El Dorado,El Muelle,Alimentadora,-,9,10,9.24099373,Gmovil - E,2917.0,16-4a,5.0,5,04:30:00 - 24:20:00,04:30:00 - 24:20:00,04:30:00 - 24:20:00,1,3.0,,2,4,3.0,,1,2,,{7251D5A0-CAA9-4603-954F-A4AE141B3463},0.0,3
3180,CHA,97,Rincon De Venecia - Galerias,Rincon De Venecia,Galerias,Chapinero,17/02/2020,6,13,45.41651819,Etib - Bo,3392.0,97-3,0.0,10,04:00-21:00,04:00-21:00,04:00-21:00,1,4.0,,2,3,3.0,,1,2,,{72E1BC5A-2F9A-4178-9DB8-A84C4DB6D1D2},17.0,0
3181,33,AG52,G52,Flores - Areandina,Portal Sur - Jfk Coop. F,Soacha,-,2,7,20.15699404,No Aplica,,G52,9.0,0,16:00 - 20:00,0,0,1,1.0,,1,1,1.0,,4,1,,{73AB6808-62BA-4B7B-A9F0-CBD2135FE164},4.0,3
3182,HHH,HC705,Alfonso Lopez - Est. Suba Calle 100,Est. Suba Calle 100,Alfonso Lopez,Usme/ Ciudad Bolivar,13/09/2021,5,11,30.8823505,Gran Americas Usme,3612.0,H705-2,3.0,12,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{73B0003F-1AB0-45D3-8156-A96312396976},19.0,2
3183,ESP,T08,Portal Suba - Tuna Alta,Portal Suba,Tuna Alta,Especial,-,11,11,7.14468901,Masivo Capital - So,2884.0,T08e,3.0,3,04:00-19:00,04:00-19:00,04:00-19:00,1,5.0,,2,6,3.0,,1,2,,{73CBE6E3-9B01-4E6A-A8AD-9D8A41B5C521},15.0,1
3184,GGG,GA532,Metrovivienda- Chapinero Central,Chapinero Central,Metrovivienda,Bosa,14/08/2023,7,2,21.84482687,Masivo Capital - Ke,4475.0,G532-2,0.0,9,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{73DABEF4-7C20-4F97-B760-CAB5E39AAD93},19.0,2
3186,ALI,1-10,Bolivia Bochica Ii,Portal 80,Bolivia Bochica Ii,Alimentadora,5/11/2024,10,10,4.04929053,Este Es Mi Bus - Co,,1-10a,4.0,4,04:30:00 - 24:30:00,04:30:00 - 24:30:00,04:30:00 - 24:30:00,1,3.0,,2,4,3.0,,1,2,,{7405B8DF-3654-42F0-9462-52E790FC8920},0.0,3
3187,AAA,AA003,Est. Universidad Nacional,Est. Universidad Nacional,Est. Marly,Neutra,27/05/2024,2,2,5.47338769,Consorcio Express N,4494.0,AA003-3,0.0,0,06:00 - 20:00,0,0,1,5.0,,2,3,1.0,,1,2,,{742AC697-4494-436C-BE43-978418B3128F},14.0,1
3188,CCC,CB145,Bilbao - San Cristobal Norte,San Cristobal Norte,Bilbao,Suba,07/04/2025,11,1,14.06422845,Emasivo 16,3895.0,C145-2,1.0,3,04:00-22:00,04:00-22:00,04:00-22:00,1,3.0,,2,3,3.0,,1,2,,{743B94BA-0709-48EE-94D1-7C204C6AD73B},18.0,1
3189,CEN,796A,Mochuelo Bajo - Teusaquillo,Mochuelo Bajo,Teusaquillo,Centro,30/04/2013,19,3,40.45852154,Suma - Bc,3116.0,796A-3,0.0,11,04:00-23:00,04:00-23:00,04:00-23:00,1,4.0,,2,3,3.0,,1,2,,{743EEB33-9774-41D5-92BB-0638BAAE7304},19.0,0
3190,LLL,LD800,Gaviotas - Villa Gladys,Villa Gladys,Gaviotas,San Cristobal,5/11/2024,4,10,33.9963746,Consorcio Express D,3972.0,L800-2,5.0,13,03:00-22:00,03:00-22:00,03:00-22:00,1,4.0,,2,3,3.0,,1,2,,{74740971-DD9E-4720-8835-4F3549423224},19.0,0
3191,KKK,DK211,Gran Granada - Salitre El Greco,Gran Granada,Salitre El Greco,Calle 26,18/07/2022,10,13,13.79724093,Este Es Mi Bus - Co,4166.0,K211-1,6.0,5,04:00-23:00,04:00-23:00,04:00-23:00,1,3.0,,2,3,3.0,,1,2,,{74B45A25-F404-4A98-A70E-EC27A5FC3078},19.0,1
3192,17,CH17,H17,Portal Suba,Portal Usme,Usme/ Ciudad Bolivar,-,11,5,30.23097121,No Aplica,11114.0,H17,12.0,3,04:30 - 20:00,05:00 - 15:00,0,1,1.0,,1,1,2.0,,1,1,,{74B88FB6-7F2E-4A20-A565-FA153B715F30},15.5,2
3193,KKK,KL312,Fontibon Brisas - Moralba,Moralba,Fontibon Brisas,Calle 26,15/01/2023,4,9,28.39771649,Gmovil - E,4110.0,K312-1,6.0,13,03:30-23:30,-,-,1,4.0,,2,3,1.0,,1,2,,{74E092A3-9082-43DE-A72B-75D9F450C0A9},20.0,2
3194,93,AF60,F60,Calle 76 - San Felipe,Portal Américas,Americas,-,2,8,19.65764462,No Aplica,,F60,8.0,0,05:00 - 22:30,05:00 - 22:00,05:00 - 22:00,1,2.0,,1,1,3.0,,1,1,,{75A5D533-46BC-4F0D-B2D9-14A13AB91ABD},17.5,2
3195,KKK,KH327,Puente Grande - Acacias,Acacias,Puente Grande,Calle 26,17/07/2023,19,9,22.06837716,"ZMO Fontibon V
",4067.0,K327-1,6.0,11,03:00-23:00,03:00-23:00,03:00-23:00,1,4.0,,2,3,3.0,,1,2,,{75CCB732-2294-452A-91E1-E8DD8CBE340A},20.0,2
3196,KKK,HK707,El Uval - El Refugio,El Uval,El Refugio,Calle 26,16/01/2021,5,9,32.09437586,Gran Americas Usme,3615.0,K707-1,6.0,12,02:45-23:30,02:45-23:30,02:45-23:30,1,3.0,,2,3,3.0,,1,2,,{75D0C272-41A7-4DDF-BFB3-075A1158C733},20.75,0
